6548,LOC123,MACH05,0.20,0.00,0fe68322565061f6839c96ee06a45b009b9f6cf1ca7c6eae0fb1bff30b23395e
12737,LOC123,MACH05,32.50,52.00,7badbde598fab6b1be8a230d996441dc5fb8f43c04229802cc44e4068442d0f4
32929,LOC123,MACH05,32.90,52.00,515f859b86902dbca3a52b525a27d04730522979d85b1bc7883d79613fd57642
37960,LOC123,MACH05,32.50,52.00,7badbde598fab6b1be8a230d996441dc5fb8f43c04229802cc44e4068442d0f4
42993,LOC123,MACH05,32.80,52.00,28001428658311cba7e84ffdcfc71e39b89115bcd0963713a2e5a7589e47f825
5352,LOC123,MACH05,0.20,0.00,0fe68322565061f6839c96ee06a45b009b9f6cf1ca7c6eae0fb1bff30b23395e
